Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Kareem Abdul-Jabbar*,C,37,LAL,79,79,2630,723,1207,0.599,0,1,0.0,723,1206,0.6,0.599,289,395,0.732,162,460,622,249,63,162,197,238,1735
Alvan Adams,PF,30,PHO,82,69,2136,476,915,0.52,0,0,0.0,476,915,0.52,0.52,250,283,0.883,153,347,500,308,115,48,197,254,1202
Mark Aguirre,SF,25,DAL,80,79,2699,794,1569,0.506,27,85,0.318,767,1484,0.517,0.515,440,580,0.759,188,289,477,249,60,24,253,250,2055
Danny Ainge,SG,25,BOS,75,73,2564,419,792,0.529,15,56,0.268,404,736,0.5489999999999999,0.539,118,136,0.868,76,192,268,399,122,6,149,228,971
Chuck Aleksinas,C,25,GSW,74,4,1114,161,337,0.478,0,1,0.0,161,336,0.479,0.478,55,75,0.733,87,183,270,36,15,15,72,171,377
J.J. Anderson,SF,24,UTA,44,0,457,61,149,0.409,0,2,0.0,61,147,0.415,0.409,27,45,0.6,29,53,82,21,29,9,32,70,149
Ron Anderson,SF,26,CLE,36,7,520,84,195,0.431,1,2,0.5,83,193,0.43,0.433,41,50,0.82,39,49,88,34,9,7,34,40,210
John Bagley,PG,24,CLE,81,65,2401,338,693,0.488,3,26,0.115,335,667,0.502,0.49,125,167,0.7490000000000001,54,237,291,697,129,5,207,132,804
James Bailey,PF,27,NYK,74,28,1297,156,349,0.447,0,1,0.0,156,348,0.44799999999999995,0.447,73,108,0.6759999999999999,122,222,344,39,30,50,100,286,385
Thurl Bailey,PF,23,UTA,80,68,2481,507,1034,0.49,1,1,1.0,506,1033,0.49,0.491,197,234,0.8420000000000001,153,372,525,138,51,105,152,215,1212
Greg Ballard,SF,30,WSB,82,77,2664,469,978,0.48,14,46,0.304,455,932,0.488,0.48700000000000004,120,151,0.795,150,381,531,208,100,33,106,221,1072
Gene Banks,SF,25,SAS,82,41,2091,289,493,0.586,1,3,0.33299999999999996,288,490,0.588,0.5870000000000001,199,257,0.774,133,312,445,234,65,13,140,220,778
Ken Bannister,PF,24,NYK,75,50,1404,209,445,0.47,0,0,0.0,209,445,0.47,0.47,91,192,0.474,108,222,330,39,38,40,141,279,509
Charles Barkley*,PF,21,PHI,82,60,2347,427,783,0.545,1,6,0.16699999999999998,426,777,0.5479999999999999,0.546,293,400,0.733,266,437,703,155,95,80,209,301,1148
Kent Benson,C,30,DET,72,35,1401,201,397,0.506,0,3,0.0,201,394,0.51,0.506,76,94,0.809,103,221,324,93,53,44,68,207,478
Larry Bird*,SF,28,BOS,80,77,3161,918,1760,0.522,56,131,0.42700000000000005,862,1629,0.529,0.5379999999999999,403,457,0.882,164,678,842,531,129,98,248,208,2295
Otis Birdsong,SG,29,NJN,56,45,1842,495,968,0.511,4,21,0.19,491,947,0.518,0.513,161,259,0.622,60,88,148,232,84,7,117,145,1155
Rolando Blackman,SG,25,DAL,81,80,2834,625,1230,0.508,6,20,0.3,619,1210,0.512,0.511,342,413,0.828,107,193,300,289,61,16,162,96,1598
Cory Blackwell,SF,21,SEA,60,0,551,87,237,0.36700000000000005,0,2,0.0,87,235,0.37,0.36700000000000005,28,55,0.509,42,54,96,26,25,3,44,55,202
Sam Bowie,C,23,POR,76,62,2216,299,557,0.537,0,0,0.0,299,557,0.537,0.537,160,225,0.711,207,449,656,215,55,203,172,278,758
Dudley Bradley,SG,27,WSB,73,24,1232,142,299,0.475,20,64,0.313,122,235,0.519,0.508,54,79,0.684,34,100,134,173,96,21,84,152,358
Mike Bratz,PG,29,GSW,56,6,746,106,250,0.424,6,26,0.231,100,224,0.446,0.436,69,82,0.841,11,47,58,122,47,4,54,76,287
Randy Breuer,C,24,MIL,78,0,1083,162,317,0.511,0,0,0.0,162,317,0.511,0.511,89,127,0.701,92,164,256,40,21,82,63,179,413
Ron Brewer,SG,29,TOT,20,0,326,62,118,0.525,0,2,0.0,62,116,0.534,0.525,23,25,0.92,9,12,21,17,6,6,9,23,147
Frank Brickowski,C,25,SEA,78,9,1115,150,305,0.49200000000000005,0,4,0.0,150,301,0.498,0.49200000000000005,85,127,0.669,76,184,260,100,34,15,100,171,385
Junior Bridgeman,SF,31,LAC,80,15,2042,460,990,0.465,14,39,0.359,446,951,0.469,0.47200000000000003,181,206,0.879,55,175,230,171,47,18,116,128,1115
Rickey Brown,C,26,ATL,69,5,814,78,192,0.406,0,0,0.0,78,192,0.406,0.406,39,68,0.574,76,147,223,25,19,22,51,117,195
Tony Brown,SF,24,IND,82,26,1586,214,465,0.46,0,6,0.0,214,459,0.466,0.46,116,171,0.6779999999999999,146,142,288,159,59,12,116,212,544
Wallace Bryant,C,25,DAL,56,35,860,67,148,0.45299999999999996,0,0,0.0,67,148,0.45299999999999996,0.45299999999999996,30,44,0.682,74,167,241,84,21,24,46,110,164
Quinn Buckner,PG,30,BOS,75,6,858,74,193,0.38299999999999995,0,1,0.0,74,192,0.385,0.38299999999999995,32,50,0.64,26,61,87,148,63,2,67,142,180
Steve Burtt,SG,22,GSW,47,0,418,72,188,0.38299999999999995,0,1,0.0,72,187,0.385,0.38299999999999995,53,77,0.688,10,18,28,20,21,4,33,76,197
Don Buse,PG,34,KCK,65,14,939,82,203,0.40399999999999997,31,87,0.35600000000000004,51,116,0.44,0.48,23,30,0.767,21,40,61,203,38,1,45,75,218
Michael Cage,PF,23,LAC,75,41,1610,216,398,0.5429999999999999,0,0,0.0,216,398,0.5429999999999999,0.5429999999999999,101,137,0.737,126,266,392,51,41,32,81,164,533
Tony Campbell,SF,22,DET,56,0,625,130,262,0.496,0,1,0.0,130,261,0.498,0.496,56,70,0.8,41,48,89,24,28,3,69,107,316
Rick Carlisle,SG,25,BOS,38,0,179,26,67,0.38799999999999996,0,2,0.0,26,65,0.4,0.38799999999999996,15,17,0.882,8,13,21,25,3,0,19,21,67
