Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Tariq Abdul-Wahad,SG,27,TOT,24,12,441,4.5,12.0,0.374,0.1,0.2,0.5,4.4,11.8,0.37200000000000005,2.0,2.7,0.727,3.3,3.5,6.9,2.0,1.6,0.8,2.2,4.6,11.0
Shareef Abdur-Rahim,PF,25,ATL,77,77,2980,7.2,15.7,0.461,0.3,0.8,0.3,7.0,14.8,0.47,5.1,6.3,0.8009999999999999,2.4,6.0,8.4,2.9,1.2,1.0,3.0,2.6,19.8
Courtney Alexander,SG,24,WAS,56,28,1325,6.1,12.9,0.47,0.1,0.5,0.278,5.9,12.4,0.478,2.7,3.3,0.81,1.2,2.9,4.0,2.3,1.0,0.2,1.6,3.1,14.9
Victor Alexander,C,32,DET,15,0,97,6.7,18.9,0.353,0.0,0.7,0.0,6.7,18.2,0.36700000000000005,1.5,3.0,0.5,2.6,8.2,10.8,2.2,0.0,0.4,1.9,2.2,14.8
Malik Allen,PF,23,MIA,12,2,161,4.9,11.4,0.431,0.0,0.2,0.0,4.9,11.2,0.44,1.8,2.2,0.8,3.4,5.1,8.5,1.1,0.7,1.8,0.4,3.6,11.6
Ray Allen*,SG,26,MIL,69,67,2525,7.6,16.4,0.462,3.3,7.5,0.434,4.3,8.8,0.485,3.1,3.5,0.873,1.2,3.3,4.4,3.9,1.3,0.3,2.3,2.2,21.4
Rafer Alston,PG,25,MIL,50,7,600,4.0,11.5,0.34600000000000003,1.6,4.3,0.38,2.3,7.2,0.325,1.1,1.7,0.621,0.6,3.7,4.3,8.6,1.9,0.1,2.4,2.5,10.6
John Amaechi,PF,31,UTA,54,0,586,3.3,10.2,0.325,0.0,0.0,0.0,3.3,10.2,0.325,4.1,6.5,0.638,3.2,3.5,6.7,1.8,0.4,0.6,3.4,3.9,10.8
Chris Andersen,C,23,DEN,24,1,262,3.4,10.2,0.33799999999999997,0.0,0.5,0.0,3.4,9.6,0.35700000000000004,3.0,3.8,0.7859999999999999,5.2,5.2,10.4,1.0,1.0,3.8,1.8,4.8,9.9
Derek Anderson,SG,27,POR,70,27,1860,4.8,11.8,0.40399999999999997,1.6,4.4,0.373,3.1,7.4,0.42200000000000004,3.4,4.0,0.856,0.9,2.7,3.7,4.2,1.3,0.2,1.7,2.2,14.7
