Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Jeff Adrien,PF,24,GSW,23,0,8.5,1.0,2.3,0.426,0.0,0.0,0.0,1.0,2.3,0.426,0.426,0.5,0.8,0.579,1.0,1.5,2.5,0.4,0.2,0.2,0.4,1.2,2.5
Arron Afflalo,SG,25,DEN,69,69,33.7,4.5,9.1,0.498,1.5,3.6,0.423,3.0,5.5,0.546,0.581,2.0,2.4,0.847,0.7,3.0,3.6,2.4,0.5,0.4,1.0,2.2,12.6
Maurice Ager,SG,26,MIN,4,0,7.3,1.5,2.8,0.545,0.8,1.0,0.75,0.8,1.8,0.429,0.682,0.0,0.0,0.0,0.0,0.5,0.5,0.3,0.3,0.0,1.0,1.0,3.8
Alexis Ajinça,C,22,TOT,34,2,10.0,1.7,3.9,0.444,0.4,1.0,0.353,1.4,2.9,0.475,0.489,0.4,0.5,0.722,0.5,1.8,2.3,0.3,0.3,0.6,0.5,2.1,4.2
Solomon Alabi,C,22,TOR,12,0,4.9,0.3,1.3,0.2,0.0,0.0,0.0,0.3,1.3,0.2,0.2,0.0,0.2,0.0,0.6,0.6,1.2,0.2,0.2,0.2,0.3,0.4,0.5
Cole Aldrich,C,22,OKC,18,0,7.9,0.4,0.8,0.5329999999999999,0.0,0.0,0.0,0.4,0.8,0.5329999999999999,0.5329999999999999,0.1,0.2,0.5,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1.7,1.0
LaMarcus Aldridge,PF,25,POR,81,81,39.6,8.7,17.5,0.5,0.0,0.3,0.174,8.7,17.2,0.505,0.501,4.3,5.5,0.7909999999999999,3.4,5.3,8.8,2.1,1.0,1.2,1.9,2.7,21.8
Malik Allen,PF,32,ORL,18,0,9.9,0.6,1.7,0.355,0.0,0.0,0.0,0.6,1.7,0.355,0.355,0.1,0.1,0.5,0.7,1.1,1.8,0.2,0.1,0.2,0.2,1.7,1.3
Ray Allen*,SG,35,BOS,80,80,36.1,6.0,12.2,0.491,2.1,4.7,0.444,3.9,7.5,0.52,0.5770000000000001,2.4,2.7,0.8809999999999999,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5
Tony Allen,SG,29,MEM,72,31,20.8,3.5,6.8,0.51,0.1,0.3,0.174,3.4,6.5,0.527,0.514,1.9,2.5,0.753,1.0,1.7,2.7,1.4,1.8,0.6,1.2,2.2,8.9
Al-Farouq Aminu,SF,20,LAC,81,14,17.9,2.0,5.0,0.39399999999999996,0.6,1.8,0.315,1.4,3.2,0.43700000000000006,0.45,1.1,1.5,0.773,0.9,2.4,3.3,0.7,0.7,0.3,1.3,1.5,5.6
Lou Amundson,PF,28,GSW,46,7,15.0,1.8,4.0,0.45399999999999996,0.0,0.0,0.0,1.8,4.0,0.45399999999999996,0.45399999999999996,0.7,1.9,0.391,1.8,2.3,4.0,0.4,0.3,0.7,0.5,1.9,4.3
Chris Andersen,C,32,DEN,45,0,16.3,1.8,3.0,0.599,0.0,0.0,0.0,1.8,3.0,0.603,0.599,1.9,3.0,0.637,1.7,3.2,4.9,0.4,0.5,1.3,0.6,1.8,5.6
David Andersen,PF,30,TOT,40,0,9.3,1.4,3.0,0.46299999999999997,0.2,0.6,0.348,1.2,2.5,0.49,0.496,0.4,0.6,0.636,0.5,1.6,2.1,0.3,0.1,0.2,0.6,1.0,3.4
James Anderson,SF,21,SAS,26,2,11.0,1.2,3.1,0.38299999999999995,0.7,1.8,0.391,0.5,1.3,0.371,0.494,0.5,0.7,0.778,0.1,0.8,0.9,0.7,0.1,0.2,0.5,0.9,3.6
Ryan Anderson,PF,22,ORL,64,14,22.3,3.5,8.2,0.43,2.1,5.3,0.39299999999999996,1.4,2.9,0.5,0.5579999999999999,1.5,1.8,0.812,2.0,3.5,5.5,0.8,0.5,0.6,0.8,2.1,10.6
Carmelo Anthony,SF,26,TOT,77,77,35.7,8.9,19.5,0.455,1.2,3.3,0.37799999999999995,7.6,16.3,0.47,0.48700000000000004,6.6,7.9,0.838,1.5,5.8,7.3,2.9,0.9,0.6,2.7,2.9,25.6
