Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,PF-C,31,TOT,16,0,9.9,1.4,3.8,0.38299999999999995,0,0,0,1.4,3.8,0.38299999999999995,0.38299999999999995,1.1,1.4,0.7390000000000001,1.2,1.9,3.1,0.6,0.2,0.2,0.9,1.8,3.9
Kareem Abdul-Jabbar*,C,30,LAL,62,0,36.5,10.7,19.4,0.55,0,0,0,10.7,19.4,0.55,0.55,4.4,5.6,0.7829999999999999,3.0,9.9,12.9,4.3,1.7,3.0,3.4,2.9,25.8
Tom Abernethy,SF,23,LAL,73,0,18.0,2.8,5.5,0.498,0,0,0,2.8,5.5,0.498,0.498,1.2,1.5,0.82,1.4,2.2,3.6,1.4,0.8,0.3,0.7,1.7,6.8
Alvan Adams,C,23,PHO,70,0,27.3,6.2,12.8,0.485,0,0,0,6.2,12.8,0.485,0.485,3.1,4.2,0.73,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5
Lucius Allen,PG,30,KCK,77,0,27.9,4.8,11.0,0.441,0,0,0,4.8,11.0,0.441,0.441,2.3,2.9,0.7909999999999999,0.9,2.1,3.0,4.7,1.2,0.4,2.8,2.3,11.9
Jim Ard,C,29,TOT,15,0,8.3,0.5,1.1,0.47100000000000003,0,0,0,0.5,1.1,0.47100000000000003,0.47100000000000003,0.2,0.3,0.6,0.6,1.8,2.4,0.5,0.0,0.0,0.9,1.3,1.3
Tate Armstrong,SG,22,CHI,66,0,10.8,2.0,4.2,0.46799999999999997,0,0,0,2.0,4.2,0.46799999999999997,0.46799999999999997,0.3,0.4,0.815,0.4,0.7,1.0,1.1,0.3,0.0,0.9,0.6,4.3
Bird Averitt,SG,25,TOT,55,0,19.7,3.6,8.8,0.409,0,0,0,3.6,8.8,0.409,0.409,1.8,2.6,0.7090000000000001,0.3,1.2,1.5,3.6,0.7,0.2,2.6,2.2,9.0
Dennis Awtrey,C,29,PHO,81,0,20.0,1.4,3.3,0.424,0,0,0,1.4,3.3,0.424,0.424,0.9,1.3,0.633,1.2,2.5,3.7,2.0,0.2,0.3,1.6,1.9,3.6
Gus Bailey,SG,26,NOJ,48,0,9.4,1.2,2.9,0.424,0,0,0,1.2,2.9,0.424,0.424,0.8,1.4,0.552,0.9,0.8,1.7,0.8,0.4,0.3,0.7,1.0,3.2
Greg Ballard,SF,23,WSB,76,0,12.3,1.9,4.4,0.425,0,0,0,1.9,4.4,0.425,0.425,1.2,1.5,0.772,1.3,2.2,3.5,0.8,0.4,0.2,0.8,1.2,4.9
