Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Zaid Abdul-Aziz,C,27,HOU,79,0,31.1,4.3,9.3,0.45899999999999996,0,0,0,4.3,9.3,0.45899999999999996,0.45899999999999996,2.4,3.0,0.804,3.3,8.4,11.7,2.1,1.0,1.3,0,2.9,10.9
Kareem Abdul-Jabbar*,C,26,MIL,81,0,43.8,11.7,21.7,0.539,0,0,0,11.7,21.7,0.539,0.539,3.6,5.2,0.7020000000000001,3.5,11.0,14.5,4.8,1.4,3.5,0,2.9,27.0
Don Adams,SF,26,DET,74,0,31.1,4.1,10.0,0.408,0,0,0,4.1,10.0,0.408,0.408,2.1,2.7,0.7609999999999999,1.8,4.3,6.1,1.9,1.5,0.2,0,3.3,10.3
Rick Adelman,PG,27,CHI,55,0,11.2,1.2,3.1,0.376,0,0,0,1.2,3.1,0.376,0.376,1.0,1.4,0.711,0.3,1.0,1.3,1.0,0.7,0.0,0,1.1,3.3
Lucius Allen,PG,26,MIL,72,0,33.2,7.3,14.8,0.495,0,0,0,7.3,14.8,0.495,0.495,3.0,3.8,0.7879999999999999,1.2,2.8,4.0,5.2,1.9,0.3,0,3.0,17.6
Tiny Archibald*,PG,25,KCO,35,0,36.3,6.3,14.1,0.451,0,0,0,6.3,14.1,0.451,0.451,4.9,6.0,0.82,0.6,1.8,2.4,7.6,1.6,0.2,0,2.2,17.6
Dennis Awtrey,C,25,CHI,68,0,11.1,1.0,1.8,0.528,0,0,0,1.0,1.8,0.528,0.528,0.8,1.4,0.574,0.7,1.8,2.6,1.3,0.3,0.2,0,1.9,2.7
Mike Bantom,PF,22,PHO,76,0,26.1,4.1,10.4,0.39899999999999997,0,0,0,4.1,10.4,0.39899999999999997,0.39899999999999997,1.9,2.8,0.662,2.3,4.6,6.8,2.1,0.7,0.6,0,3.8,10.1
Dick Barnett,SG,37,NYK,5,0,11.6,2.0,5.2,0.385,0,0,0,2.0,5.2,0.385,0.385,0.4,0.6,0.667,0.2,0.6,0.8,1.2,0.2,0.0,0,0.4,4.4
Jim Barnett,SG,29,GSW,77,0,21.9,4.5,9.8,0.46399999999999997,0,0,0,4.5,9.8,0.46399999999999997,0.46399999999999997,2.4,2.9,0.8140000000000001,1.0,1.9,2.9,2.7,0.7,0.1,0,1.9,11.5
Rick Barry*,SF,29,GSW,80,0,36.5,10.0,21.8,0.456,0,0,0,10.0,21.8,0.456,0.456,5.2,5.8,0.899,1.3,5.5,6.8,6.1,2.1,0.5,0,3.3,25.1
Butch Beard,PG,26,GSW,79,0,27.0,4.0,7.8,0.512,0,0,0,4.0,7.8,0.512,0.512,2.2,3.0,0.7390000000000001,1.7,3.2,4.9,3.8,1.3,0.1,0,3.1,10.2
Ron Behagen,PF,23,KCO,80,0,25.7,4.5,10.3,0.43200000000000005,0,0,0,4.5,10.3,0.43200000000000005,0.43200000000000005,2.0,2.7,0.764,2.4,4.7,7.1,1.7,0.7,0.5,0,3.6,11.0
Dennis Bell,SF,22,NYK,1,0,4.0,0.0,1.0,0.0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
Walt Bellamy*,C,34,ATL,77,0,31.7,5.1,10.4,0.486,0,0,0,5.1,10.4,0.486,0.486,3.0,5.0,0.608,3.4,6.2,9.6,2.5,0.7,0.6,0,3.0,13.1
Henry Bibby,PG,24,NYK,66,0,14.9,3.2,7.0,0.452,0,0,0,3.2,7.0,0.452,0.452,1.1,1.3,0.83,0.7,1.3,2.0,1.4,1.0,0.0,0,1.9,7.5
Dave Bing*,PG,30,DET,81,0,38.6,7.2,16.5,0.436,0,0,0,7.2,16.5,0.436,0.436,4.4,5.4,0.813,1.3,2.1,3.5,6.9,1.3,0.2,0,2.7,18.8
